FID,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,all_damage_own,serious_damage_own,serious_damage_own_unmet,all_damage_rent,serious_damage_rent,serious_damage_rent_unmet,SHAPE_Length,SHAPE_Area
1083,482012529001,48,201,252900,1,TX,49,15,-1,13,13,-1,0.117259159804057,0.00035334821804752
1084,482015310002,48,201,531000,2,TX,-1,-1,0,-1,-1,0,0.0509394531625517,0.000138338221171439
1085,482012337031,48,201,233703,1,TX,49,20,-1,20,19,-1,0.113283205863954,0.000681351306805025
1086,482012335002,48,201,233500,2,TX,64,-1,-1,-1,-1,-1,0.0355442739045292,4.94961325838533e-05
1087,482013402021,48,201,340202,1,TX,-1,-1,-1,-1,-1,0,0.122552060401128,0.000699432373821297
1088,482014332022,48,201,433202,2,TX,-1,0,-1,-1,-1,-1,0.0361312008716489,6.37372381024541e-05
1089,482014332021,48,201,433202,1,TX,-1,0,-1,-1,-1,-1,0.0304964508356962,4.36493108380249e-05
1090,482014329012,48,201,432901,2,TX,-1,0,0,-1,0,0,0.0321424830552384,3.68126259015615e-05
1091,482014329021,48,201,432902,1,TX,-1,0,-1,-1,-1,-1,0.0270832808704831,3.55675763331386e-05
1092,482014328011,48,201,432801,1,TX,13,0,-1,-1,-1,-1,0.0704813195996974,0.000177460431057693
1093,482014207002,48,201,420700,2,TX,166,165,-1,11,11,0,0.0272721968691971,4.41730707301911e-05
1094,482014207001,48,201,420700,1,TX,168,163,-1,19,19,-1,0.0324779064043549,6.00827096992392e-05
1095,482014206001,48,201,420600,1,TX,29,23,-1,-1,-1,0,0.0261594851407472,2.82152081386582e-05
1096,482015310001,48,201,531000,1,TX,12,-1,-1,0,0,0,0.0449557532389779,8.50906772990023e-05
1097,482015302002,48,201,530200,2,TX,-1,0,0,0,0,0,0.0704480661655915,0.000149865270843745
1098,482015311002,48,201,531100,2,TX,-1,0,-1,-1,0,0,0.0408486703510953,9.34847472280595e-05
1099,482015302003,48,201,530200,3,TX,-1,0,-1,-1,-1,-1,0.0587890497195393,8.96459133166742e-05
1100,482015306001,48,201,530600,1,TX,22,-1,-1,-1,-1,0,0.0503238013380013,0.000128962116758816
1101,482015317002,48,201,531700,2,TX,-1,0,0,0,0,0,0.0346168067995895,7.4561258976837e-05
1102,482015309001,48,201,530900,1,TX,14,0,-1,-1,0,0,0.030531682650594,5.36686657075918e-05
1103,482013105002,48,201,310500,2,TX,25,-1,-1,-1,-1,-1,0.0341175516402991,6.07988818059155e-05
1104,482013104003,48,201,310400,3,TX,11,-1,-1,0,0,0,0.0277404777717138,3.95015703710359e-05
1105,482013104002,48,201,310400,2,TX,-1,0,-1,0,0,0,0.0376667239782574,4.01552234799834e-05
1106,482013103006,48,201,310300,6,TX,-1,-1,-1,-1,-1,-1,0.0175580244665746,1.68310880206429e-05
1107,482013103005,48,201,310300,5,TX,-1,0,0,0,0,0,0.0178977908748743,1.7772204793447e-05
1108,482013103004,48,201,310300,4,TX,-1,0,0,0,0,0,0.0198325643920163,2.36449802430694e-05
1109,482013103003,48,201,310300,3,TX,-1,0,-1,-1,-1,-1,0.0545118910581014,0.000103815947312305
1110,482013103002,48,201,310300,2,TX,-1,0,0,-1,0,0,0.0214629027528201,2.07398618170401e-05
1111,482013103001,48,201,310300,1,TX,-1,0,-1,0,0,0,0.0232463113432867,2.65277404179652e-05
1112,482013101001,48,201,310100,1,TX,11,0,-1,78,74,67,0.0515503587487177,0.000115974827840881
1113,482013305003,48,201,330500,3,TX,28,-1,-1,-1,-1,0,0.03938188539105,8.41110508109455e-05
1114,482013305002,48,201,330500,2,TX,33,-1,-1,-1,0,0,0.0321499746628642,4.16159280549734e-05
1115,482013305001,48,201,330500,1,TX,27,-1,-1,-1,-1,0,0.0485906462103556,0.000128858620937282
1116,482013304003,48,201,330400,3,TX,20,-1,-1,-1,0,0,0.0550411189827713,0.000150050367649299
1117,482015110011,48,201,511001,1,TX,-1,0,0,0,0,0,0.0442145706496361,8.15132116779123e-05
1118,482015110023,48,201,511002,3,TX,-1,0,0,0,0,0,0.0407927188071336,7.51168260978752e-05
1119,482015111001,48,201,511100,1,TX,-1,0,-1,72,62,14,0.0346206414943247,6.51476055077797e-05
1120,483396926023,48,339,692602,3,TX,23,-1,-1,0,0,0,0.125384624705262,0.000573607975238583
1121,483396929001,48,339,692900,1,TX,62,27,24,11,11,-1,0.168630091213799,0.00115662502253861
1122,483396919001,48,339,691900,1,TX,-1,0,-1,0,0,0,0.05166458217684,0.00011164985400197
1123,483396943013,48,339,694301,3,TX,39,28,21,-1,-1,0,0.177803377517216,0.000602085613212991
1124,484690014003,48,469,001400,3,TX,126,28,21,17,12,-1,0.315204319120291,0.00268939499840529
1125,484690014001,48,469,001400,1,TX,66,-1,-1,-1,-1,-1,0.565549397339406,0.0105260742430152
1126,482917003002,48,291,700300,2,TX,14,-1,-1,-1,0,0,0.0618440979820326,0.00015124873487702
1127,482917003001,48,291,700300,1,TX,28,-1,-1,-1,-1,0,0.102089914615899,0.000580031898081425
1128,482917004004,48,291,700400,4,TX,54,29,18,-1,-1,-1,0.69060954902532,0.0134297355559444
1129,480396609002,48,039,660900,2,TX,32,16,-1,-1,-1,-1,0.121097309531816,0.000606830326377875
1130,482917009001,48,291,700900,1,TX,73,42,34,-1,-1,0,0.562785221403472,0.0115715745694161
1131,480396617002,48,039,661700,2,TX,84,50,35,13,11,-1,0.74575698042803,0.0127297326071139
1132,480396623004,48,039,662300,4,TX,12,-1,-1,-1,0,0,0.0553642443930195,0.000109982088880221
1133,480396626002,48,039,662600,2,TX,12,-1,-1,0,0,0,0.0410281207746491,8.69136913400055e-05
1134,480396624002,48,039,662400,2,TX,20,-1,-1,-1,-1,-1,0.0689075908900325,0.000176564428533071
1135,480396621002,48,039,662100,2,TX,123,83,37,17,11,-1,0.342301457815303,0.00340057595081304
1136,480396636001,48,039,663600,1,TX,-1,0,0,0,0,0,0.0751966826151424,0.00026981559169219
1137,480396604002,48,039,660400,2,TX,17,-1,-1,-1,-1,-1,0.0774906779611247,0.000241697591012695
1138,483550007002,48,355,000700,2,TX,29,0,-1,-1,0,0,0.0643284890580238,0.000152935947970112
1139,483550051022,48,355,005102,2,TX,412,270,56,215,169,41,0.365804918022375,0.000843955339995218
1140,483550020014,48,355,002001,4,TX,25,0,-1,-1,-1,-1,0.0312538488987188,4.59236539315955e-05
1141,480396644003,48,039,664400,3,TX,14,0,-1,-1,0,0,0.0330438942671724,6.97018695545468e-05
1142,480396616012,48,039,661601,2,TX,38,14,-1,-1,0,0,0.160188979392004,0.00136110650529795
1143,480396619001,48,039,661900,1,TX,203,59,44,13,-1,-1,0.834663501656689,0.0111007305252176
1144,483550030022,48,355,003002,2,TX,33,0,-1,0,0,0,0.0772412552390033,0.000195207714292501
1145,483550033051,48,355,003305,1,TX,31,0,-1,-1,0,0,0.040079965653574,9.05470994405091e-05
1146,483550018021,48,355,001802,1,TX,22,0,-1,0,0,0,0.0649125459531581,0.000213773258959202
1147,483550019022,48,355,001902,2,TX,59,0,-1,-1,0,0,0.0536093881369729,0.000172484066233667
1148,483550019043,48,355,001904,3,TX,61,0,-1,-1,0,0,0.0394084988804469,5.05837269429248e-05
1149,483550023044,48,355,002304,4,TX,29,0,-1,-1,-1,-1,0.0612746967410051,0.000168590216454344
1150,483550021013,48,355,002101,3,TX,14,0,-1,0,0,0,0.0305248299226818,5.73348506101855e-05
1151,483550016011,48,355,001601,1,TX,66,0,-1,-1,0,0,0.0292940022662036,3.75654625634797e-05
1152,483550034023,48,355,003402,3,TX,11,0,-1,-1,0,0,0.0482173170478068,6.41011383604582e-05
1153,483396914001,48,339,691400,1,TX,125,111,13,71,69,19,0.110600468387887,0.000300307169531505
1154,483396919002,48,339,691900,2,TX,65,54,16,239,227,117,0.0976976693249612,0.000366756173917374
1155,482014335012,48,201,433501,2,TX,0,0,-1,-1,-1,-1,0.0491491861894003,6.67463387930766e-05
1156,482014216003,48,201,421600,3,TX,16,11,-1,-1,-1,-1,0.0283064973355353,4.19918902126245e-05
1157,482014215002,48,201,421500,2,TX,0,0,-1,25,13,-1,0.0240064675196613,3.0457280914906e-05
1158,482015560001,48,201,556000,1,TX,13,-1,-1,0,0,0,0.381629897862456,0.00507344765228758
1159,482015560003,48,201,556000,3,TX,32,-1,-1,-1,-1,-1,0.122944386239041,0.000889199304447179
1160,482015555012,48,201,555501,2,TX,14,-1,-1,-1,0,0,0.208199811583717,0.00154712756338582
1161,482014233022,48,201,423302,2,TX,-1,-1,-1,-1,-1,-1,0.0324774305891593,4.22879711223634e-05
1162,482014233012,48,201,423301,2,TX,71,57,-1,-1,-1,-1,0.0350271566708822,7.28044628371619e-05
1163,482012308001,48,201,230800,1,TX,166,100,89,90,70,41,0.0460228000899347,9.6863263122331e-05
1164,482015554023,48,201,555402,3,TX,-1,0,0,0,0,0,0.0991005002863639,0.0005131447472917
1165,482014529002,48,201,452900,2,TX,-1,-1,-1,-1,-1,-1,0.030967319036019,6.01912043003334e-05
1166,482014529001,48,201,452900,1,TX,-1,-1,-1,0,0,0,0.0316448680455655,6.24220119997004e-05
1167,482014528021,48,201,452802,1,TX,22,-1,-1,-1,-1,-1,0.0310856597847037,6.00387603836356e-05
1168,482014528012,48,201,452801,2,TX,29,-1,-1,0,0,0,0.0351011674930521,7.48668017800935e-05
1169,482014528011,48,201,452801,1,TX,-1,0,-1,-1,-1,-1,0.0335398532342095,5.87622872329491e-05
1170,482014526002,48,201,452600,2,TX,18,-1,-1,-1,0,0,0.0375128383875097,8.76303970640157e-05
1171,482012124001,48,201,212400,1,TX,23,0,-1,-1,-1,-1,0.0328629605976979,4.94874506899992e-05
1172,482012124003,48,201,212400,3,TX,-1,0,0,-1,-1,-1,0.0241479307405349,2.45686898398955e-05
1173,482012119003,48,201,211900,3,TX,60,21,19,16,16,11,0.0244695864281064,3.56075183735038e-05
1174,482012119001,48,201,211900,1,TX,32,-1,-1,-1,-1,-1,0.0271073974270079,3.34198615630925e-05
1175,482014233023,48,201,423302,3,TX,42,-1,-1,-1,-1,-1,0.0466939896589747,9.53289755170216e-05
1176,482014236002,48,201,423600,2,TX,34,-1,-1,0,0,0,0.0537758585116254,0.000125306818555922
1177,482014236001,48,201,423600,1,TX,14,0,-1,-1,-1,0,0.0261536848349033,4.09063893130263e-05
1178,482014235001,48,201,423500,1,TX,23,-1,0,0,0,0,0.0466970091303354,0.000115946097497302
1179,482012311003,48,201,231100,3,TX,293,245,211,164,145,80,0.0688369565309705,7.56049446338289e-05
1180,482012311002,48,201,231100,2,TX,287,275,231,176,172,102,0.0321987314738584,4.28618694838049e-05
1181,482012228002,48,201,222800,2,TX,115,38,30,-1,-1,-1,0.0687203962731457,0.000281452547262735
1182,482013436001,48,201,343600,1,TX,58,26,17,-1,-1,-1,0.461578212126585,0.00638862819513348
1183,482012525001,48,201,252500,1,TX,34,-1,-1,-1,-1,-1,0.283007266457987,0.00272031743498726
1184,482015410032,48,201,541003,2,TX,73,21,14,-1,-1,-1,0.084819961108302,0.000364928232526823
1185,482015514003,48,201,551400,3,TX,11,-1,-1,0,0,0,0.113136062690465,0.000657735718584416
1186,482013317002,48,201,331700,2,TX,38,-1,-1,-1,-1,-1,0.0357129114553442,4.69631263989245e-05
1187,482013316014,48,201,331601,4,TX,25,0,-1,-1,-1,-1,0.0310774429255136,3.37371166956017e-05
1188,482013316012,48,201,331601,2,TX,57,-1,-1,-1,-1,-1,0.0548570526485349,9.12435508862795e-05
1189,482013316013,48,201,331601,3,TX,41,-1,-1,-1,0,0,0.0288854990731738,3.85374805843366e-05
1190,482015305002,48,201,530500,2,TX,104,44,14,27,22,18,0.0474724253380165,9.69117490890845e-05
1191,482015304002,48,201,530400,2,TX,53,-1,-1,79,52,44,0.0433978491482334,7.62905423098789e-05
1192,482015304001,48,201,530400,1,TX,64,11,-1,22,16,-1,0.0402279613755955,7.28321104943341e-05
1193,482015303002,48,201,530300,2,TX,11,0,-1,-1,0,0,0.0263857392911209,3.38888897340832e-05
1194,482015303001,48,201,530300,1,TX,40,-1,-1,13,-1,-1,0.0405959346242196,4.5480238581473e-05
1195,482015302001,48,201,530200,1,TX,-1,0,-1,-1,-1,-1,0.0523500143327456,9.15072363170213e-05
1196,482013422002,48,201,342200,2,TX,41,17,13,18,14,-1,0.0401072877149022,7.51323852233891e-05
1197,482013422001,48,201,342200,1,TX,34,-1,-1,-1,-1,0,0.053379830503506,0.000144762277310868
1198,482013421002,48,201,342100,2,TX,83,58,-1,12,-1,-1,0.0706971910456822,0.000190187352219755
1199,482013421001,48,201,342100,1,TX,107,55,24,-1,-1,0,0.0863685020540935,0.000227281438428169
1200,482014325003,48,201,432500,3,TX,-1,0,0,-1,-1,-1,0.0317138330691356,4.13274509364075e-05
1201,482014325002,48,201,432500,2,TX,18,-1,-1,0,0,0,0.0354554642458224,4.52208712787818e-05
1202,482014325001,48,201,432500,1,TX,-1,0,0,-1,0,0,0.03358722417177,7.08914316175088e-05
1203,482014324002,48,201,432400,2,TX,0,0,-1,-1,-1,0,0.0437870159063064,0.000104004097191289
1204,482014322003,48,201,432200,3,TX,-1,0,0,0,0,0,0.0378941929702358,5.23864158771206e-05
1205,482015555021,48,201,555502,1,TX,21,-1,-1,-1,-1,0,0.137737877217309,0.000777174024393145
1206,482015548011,48,201,554801,1,TX,197,84,73,13,-1,0,0.165419774573669,0.00133624304142268
1207,482015203003,48,201,520300,3,TX,-1,0,0,-1,0,0,0.0364649189106575,5.32029917279359e-05
1208,482015203002,48,201,520300,2,TX,-1,-1,-1,-1,-1,-1,0.021335429710806,2.17140059866851e-05
1209,482013418002,48,201,341800,2,TX,20,0,-1,-1,0,0,0.0668461767973933,0.000207591609780829
1210,482013417003,48,201,341700,3,TX,-1,-1,-1,-1,-1,-1,0.0426291983049459,5.45755234269338e-05
1211,482013403023,48,201,340302,3,TX,17,-1,0,-1,-1,0,0.0386153021085289,8.22627421278427e-05
1212,482013403012,48,201,340301,2,TX,24,11,-1,0,0,0,0.0604430069207895,0.000188343726222898
1213,482012517003,48,201,251700,3,TX,67,44,23,-1,-1,-1,0.124904097012836,0.000694436966200175
1214,482012516002,48,201,251600,2,TX,216,170,121,45,44,19,0.294923632219977,0.00304442638791729
1215,482013413012,48,201,341301,2,TX,24,-1,-1,0,0,0,0.0680691137376266,0.00027207098139805
1216,482013413013,48,201,341301,3,TX,-1,0,0,-1,0,0,0.0320635435616644,2.71269884178488e-05
1217,482015220002,48,201,522000,2,TX,-1,0,0,-1,0,0,0.0258905748704647,3.90075866537432e-05
1218,482015215001,48,201,521500,1,TX,-1,0,-1,-1,0,0,0.017778745794932,1.82739424821481e-05
1219,482015418001,48,201,541800,1,TX,76,40,-1,90,83,23,0.0916183011454241,0.000407368192502084
1220,482015417001,48,201,541700,1,TX,164,163,70,417,396,124,0.115824610330205,0.000374091343737557
1221,482014104012,48,201,410401,2,TX,-1,0,0,0,0,0,0.0198052367808815,2.40418552735627e-05
1222,482014104013,48,201,410401,3,TX,-1,0,0,-1,-1,-1,0.0192696528143867,2.28203036954697e-05
1223,482014111003,48,201,411100,3,TX,-1,0,0,0,0,0,0.0250039782963161,3.47781733840354e-05
1224,482014111002,48,201,411100,2,TX,-1,0,-1,-1,0,0,0.0203135204980671,1.74398566320409e-05
1225,482014107012,48,201,410701,2,TX,-1,0,0,0,0,0,0.0186355370609896,1.98938827153664e-05
1226,482014107013,48,201,410701,3,TX,-1,0,0,0,0,0,0.0208975381403198,1.85135279435264e-05
1227,482014132022,48,201,413202,2,TX,61,54,-1,72,70,18,0.0282259420498327,4.11902126453767e-05
1228,482014132011,48,201,413201,1,TX,27,24,-1,186,183,33,0.0298289518794078,2.15558421266823e-05
1229,482015307001,48,201,530700,1,TX,21,-1,-1,-1,-1,-1,0.040978084897404,7.32153342095591e-05
1230,482015307002,48,201,530700,2,TX,20,0,-1,-1,-1,-1,0.0416995470439286,9.55305395134562e-05
1231,482015219002,48,201,521900,2,TX,-1,0,0,-1,0,0,0.0418308872129384,4.68190369864792e-05
1232,482015313003,48,201,531300,3,TX,0,0,-1,12,-1,-1,0.0246962245496487,2.39497091540276e-05
1233,482015515001,48,201,551500,1,TX,-1,-1,-1,-1,-1,-1,0.0747489514909228,0.00023489192635139
1234,482014320021,48,201,432002,1,TX,-1,0,0,0,0,0,0.0405143472482578,2.30042893277657e-05
1235,482012323022,48,201,232302,2,TX,497,252,215,118,98,46,0.117375018409081,0.000712526252301708
1236,482012323021,48,201,232302,1,TX,495,419,334,236,201,90,0.0794253600957016,0.000236304433762064
1237,482012520001,48,201,252000,1,TX,157,55,46,20,16,-1,0.378871407273356,0.00536327450299614
1238,482012323011,48,201,232301,1,TX,747,583,511,269,226,129,0.151779283201381,0.00126548288237046
1239,482015312002,48,201,531200,2,TX,19,-1,-1,0,0,0,0.0328109198322567,6.52471874125697e-05
1240,482015312003,48,201,531200,3,TX,34,16,-1,28,27,-1,0.0249131613680476,3.73031925269951e-05
1241,482015317001,48,201,531700,1,TX,-1,-1,-1,0,0,0,0.0483271549409313,9.91416631003651e-05
1242,482015301002,48,201,530100,2,TX,-1,0,-1,-1,-1,-1,0.0275636716059149,4.09031584277421e-05
1243,482015509002,48,201,550900,2,TX,19,0,-1,-1,-1,0,0.0580265366207302,0.000154490099439736
1244,483396902025,48,339,690202,5,TX,-1,-1,-1,0,0,0,0.192708579514258,0.00106029481980055
1245,483396902024,48,339,690202,4,TX,-1,0,-1,0,0,0,0.10271571906103,0.00051617643124915
1246,483396905002,48,339,690500,2,TX,-1,-1,-1,-1,-1,0,0.225668804687861,0.00191137726883147
1247,483396920014,48,339,692001,4,TX,-1,0,0,0,0,0,0.0778508071521631,0.000146548361076548
1248,484690007003,48,469,000700,3,TX,122,12,-1,-1,-1,-1,0.477583864131833,0.0106904202821732
1249,484690015043,48,469,001504,3,TX,19,-1,-1,0,0,0,0.118684687786689,0.000703321998953082
1250,484690016063,48,469,001606,3,TX,11,0,-1,0,0,0,0.0531339835928349,0.000150933032003762
1251,484690016064,48,469,001606,4,TX,36,-1,-1,0,0,0,0.0445580808236501,0.000117092911086361
1252,484690016062,48,469,001606,2,TX,45,-1,-1,-1,-1,-1,0.272241920580689,0.00267919275500414
1253,484690007001,48,469,000700,1,TX,11,0,-1,-1,-1,-1,0.21762599695323,0.00254360180219977
1254,484690008001,48,469,000800,1,TX,32,-1,-1,0,0,0,0.452224022881307,0.00939059751850681
1255,483396937002,48,339,693700,2,TX,17,-1,-1,-1,-1,0,0.277244539501158,0.00219279288085012
1256,483396921002,48,339,692100,2,TX,268,228,104,48,46,22,0.176811904637729,0.000932087895379437
1257,483396921003,48,339,692100,3,TX,63,59,15,14,14,-1,0.130425099816334,0.000599294513725523
1258,483396934001,48,339,693400,1,TX,-1,0,0,0,0,0,0.058260869394285,0.000107237891005825
1259,482917007002,48,291,700700,2,TX,32,-1,-1,-1,-1,-1,0.299242576746256,0.0038968643536696
1260,482917006002,48,291,700600,2,TX,91,51,38,30,28,13,0.698066689441153,0.0137625010783803
1261,482917013004,48,291,701300,4,TX,-1,-1,-1,-1,-1,-1,0.240595826591507,0.00176534640396532
1262,480396637002,48,039,663700,2,TX,109,84,51,11,-1,-1,0.0817380280973582,0.000138965659781682
1263,480396612002,48,039,661200,2,TX,12,-1,0,-1,-1,-1,0.0566906118341186,0.000104388783472253
1264,480396621003,48,039,662100,3,TX,30,-1,-1,-1,-1,-1,0.113885757782888,0.000706130807129466
1265,480396635001,48,039,663500,1,TX,-1,-1,-1,0,0,0,0.0430733654649953,8.11790616802771e-05
1266,482917011004,48,291,701100,4,TX,75,22,18,-1,-1,-1,0.473984310489227,0.00506232832411873
1267,482917010003,48,291,701000,3,TX,258,119,93,16,14,-1,0.472342194210877,0.0105118954712995
1268,482917014006,48,291,701400,6,TX,29,-1,-1,-1,0,0,0.817647180123169,0.0331639907612162
1269,482917002002,48,291,700200,2,TX,50,-1,-1,-1,-1,0,0.159617668291186,0.000608197760831159
1270,483610220002,48,361,022000,2,TX,139,106,66,31,30,-1,0.360033043176808,0.0032961482951564
1271,483610219001,48,361,021900,1,TX,53,29,23,24,18,-1,0.0496388656716755,0.000114067959578259
1272,483610219002,48,361,021900,2,TX,72,33,21,13,13,-1,0.0588878860614527,0.000140079234267663
1273,483610220001,48,361,022000,1,TX,27,-1,-1,-1,-1,-1,0.0478257800687931,9.87246491755229e-05
1274,483610205001,48,361,020500,1,TX,72,27,15,-1,-1,-1,0.0828060561959527,0.00038345500998724
1275,483550025004,48,355,002500,4,TX,-1,0,0,0,0,0,0.0402788510996407,4.09794927407154e-05
1276,483550026032,48,355,002603,2,TX,24,0,-1,0,0,0,0.0253058354828093,3.5512310364531e-05
1277,483550026012,48,355,002601,2,TX,12,-1,-1,-1,0,0,0.035484745804725,5.47834766579507e-05
1278,483550007003,48,355,000700,3,TX,96,-1,-1,-1,-1,-1,0.0451393892084907,0.000105071014998134
1279,483550054071,48,355,005407,1,TX,14,0,-1,-1,-1,0,0.0380869306337122,8.81715180929041e-05
1280,483550054102,48,355,005410,2,TX,22,0,-1,-1,-1,-1,0.0322013175795041,6.84409819836811e-05
1281,483396944002,48,339,694400,2,TX,29,-1,-1,-1,-1,0,0.181269725795163,0.00141074750080282
1282,483550033032,48,355,003303,2,TX,22,0,-1,-1,-1,0,0.0486542793193734,8.74127973490777e-05
1283,482014232012,48,201,423201,2,TX,16,-1,-1,0,0,0,0.0317158621024984,5.20025707830196e-05
1284,482015222022,48,201,522202,2,TX,-1,0,0,-1,-1,-1,0.0403569142643331,8.97570319722682e-05
1285,482015222011,48,201,522201,1,TX,-1,0,0,-1,-1,-1,0.0326099991500751,6.23370210047662e-05
1286,482015222021,48,201,522202,1,TX,-1,0,-1,-1,-1,-1,0.0388128892182388,7.52426209965471e-05
1287,482015222012,48,201,522201,2,TX,-1,0,-1,-1,0,0,0.0516811075708557,8.91882325827111e-05
1288,482015221002,48,201,522100,2,TX,12,-1,-1,-1,-1,-1,0.0346869228262481,5.5974305862579e-05
1289,482015225002,48,201,522500,2,TX,-1,0,0,0,0,0,0.0435257245220769,8.75801289803862e-05
1290,482014553001,48,201,455300,1,TX,17,-1,-1,-1,-1,0,0.104182279245421,0.000516927565323427
1291,482014552003,48,201,455200,3,TX,-1,0,0,0,0,0,0.0434984426216522,9.03875031480413e-05
1292,482012216004,48,201,221600,4,TX,52,14,13,-1,-1,-1,0.0700452927376462,0.000221544553835722
1293,482012216003,48,201,221600,3,TX,88,36,27,13,-1,-1,0.0719057391074608,0.000152354280900088
1294,482012215001,48,201,221500,1,TX,36,-1,-1,-1,-1,0,0.0424787162315032,0.000107537737906481
1295,482014209003,48,201,420900,3,TX,40,33,-1,-1,-1,-1,0.0617352931087712,8.03145739588687e-05
1296,482015514001,48,201,551400,1,TX,-1,0,0,-1,-1,-1,0.0285271939843112,3.36148616902968e-05
1297,482015545023,48,201,554502,3,TX,13,-1,-1,0,0,0,0.050929447858995,0.000122335679760847
1298,482012212003,48,201,221200,3,TX,33,-1,-1,-1,-1,-1,0.0475487298938425,0.000138100568095184
1299,482012508001,48,201,250800,1,TX,-1,-1,-1,0,0,0,0.0447536448248664,0.000103203982556111
1300,482012228001,48,201,222800,1,TX,15,-1,-1,-1,-1,-1,0.0763186387611402,0.000347138538367336
1301,482013333001,48,201,333300,1,TX,67,31,26,43,39,23,0.0871369669487179,0.000252272508721392
1302,482013332022,48,201,333202,2,TX,12,-1,-1,-1,-1,-1,0.0318800986314121,4.4530618366954e-05
1303,482013332021,48,201,333202,1,TX,74,50,19,53,49,28,0.053643317484663,0.000136027621630363
