FID,GEOID,STATE,COUNTY,TRACT,BLOCKGROUP,STUSAB,all_damage_own,serious_damage_own,serious_damage_own_unmet,all_damage_rent,serious_damage_rent,serious_damage_rent_unmet,SHAPE_Length,SHAPE_Area
819,482013214011,48,201,321401,1,TX,159,43,36,18,15,-1,0.0541116076263879,0.000123212495420556
820,482015543011,48,201,554301,1,TX,319,299,133,15,12,-1,0.0499599345786865,0.000101765027001498
821,482015542002,48,201,554200,2,TX,-1,0,0,0,0,0,0.0716523676347825,0.00022442530664394
822,482012413002,48,201,241300,2,TX,87,64,34,-1,-1,-1,0.138044096542166,0.00061276194934606
823,482012412002,48,201,241200,2,TX,14,-1,-1,-1,-1,-1,0.0304967098148744,4.99747405189951e-05
824,482012411023,48,201,241102,3,TX,13,0,-1,-1,-1,-1,0.0459529619076419,7.98096716842812e-05
825,482012408022,48,201,240802,2,TX,312,294,187,301,279,97,0.078044305978783,0.000288228789011973
826,482012408011,48,201,240801,1,TX,-1,-1,-1,0,0,0,0.0384751775791796,8.44923757147831e-05
827,482015552002,48,201,555200,2,TX,19,-1,-1,0,0,0,0.138469110338584,0.000951362583388573
828,482015411001,48,201,541100,1,TX,-1,-1,-1,0,0,0,0.0465470433209922,0.000125339874648357
829,482015225003,48,201,522500,3,TX,-1,0,0,0,0,0,0.0481989434679659,0.000104255855441379
830,482015518003,48,201,551800,3,TX,-1,0,0,0,0,0,0.0588792044198416,0.000174892413822374
831,482015518002,48,201,551800,2,TX,-1,0,-1,0,0,0,0.0559371537946776,0.000122379941863341
832,482015518001,48,201,551800,1,TX,-1,0,0,0,0,0,0.0728616510369597,0.000275332070949577
833,482013221003,48,201,322100,3,TX,103,49,44,17,15,-1,0.0443987063468768,8.90917697540115e-05
834,482013221002,48,201,322100,2,TX,24,-1,-1,-1,-1,-1,0.0307578344785383,5.3560783205258e-05
835,483396901004,48,339,690100,4,TX,18,-1,-1,-1,-1,-1,0.132037499290501,0.000801158949055104
836,482917001003,48,291,700100,3,TX,103,37,25,-1,-1,-1,0.283438885633022,0.00363887504965901
837,483396930003,48,339,693000,3,TX,34,17,-1,-1,-1,-1,0.210033122369822,0.00244264451956541
838,483396940001,48,339,694000,1,TX,17,-1,-1,0,0,0,0.203448288769692,0.00189422490665226
839,482014112001,48,201,411200,1,TX,15,-1,-1,-1,-1,-1,0.126293757693272,0.000238870580446349
840,482014111001,48,201,411100,1,TX,-1,0,0,0,0,0,0.0370932704756258,7.27981663754507e-05
841,482013502001,48,201,350200,1,TX,227,204,28,160,151,59,0.0427062176174601,8.3472861491107e-05
842,482013241001,48,201,324100,1,TX,25,-1,-1,-1,-1,0,0.0239831599896802,3.03664041698123e-05
843,482013221001,48,201,322100,1,TX,26,-1,-1,14,-1,-1,0.0311396056331819,6.03278243342466e-05
844,482013220002,48,201,322000,2,TX,-1,0,-1,-1,0,0,0.0202618698629113,2.20935437463227e-05
845,482013213002,48,201,321300,2,TX,-1,-1,-1,16,-1,-1,0.0238943855096107,2.09172373729365e-05
846,482013213001,48,201,321300,1,TX,0,0,-1,15,11,-1,0.0326049615986115,3.00007159387553e-05
847,482013212002,48,201,321200,2,TX,37,-1,-1,-1,-1,0,0.0547943345701778,0.000176226101370976
848,482013212001,48,201,321200,1,TX,18,-1,-1,104,93,66,0.051005443341353,0.000101160209844332
849,482013432002,48,201,343200,2,TX,17,-1,-1,-1,-1,0,0.0937698605917967,0.000328355681859048
850,482013432001,48,201,343200,1,TX,17,0,-1,-1,-1,0,0.0453879856428965,9.76463814560218e-05
851,482013431002,48,201,343100,2,TX,13,-1,0,0,0,0,0.0363331713395132,5.70836420965403e-05
852,482013430001,48,201,343000,1,TX,27,13,-1,-1,-1,-1,0.0718720583622947,0.000236064147205166
853,482013429003,48,201,342900,3,TX,48,13,-1,-1,-1,0,0.0822982050171515,0.000397747575687022
854,482013429002,48,201,342900,2,TX,31,-1,-1,-1,-1,0,0.0402017151384303,9.50718572824063e-05
855,482013210003,48,201,321000,3,TX,-1,-1,-1,-1,-1,-1,0.0197957817859543,1.99008426303515e-05
856,482013210002,48,201,321000,2,TX,89,57,30,13,-1,-1,0.04909240259961,0.000115279838146461
857,482013210001,48,201,321000,1,TX,254,229,70,76,70,34,0.0393721231113829,4.54527200412238e-05
858,482013209004,48,201,320900,4,TX,354,345,79,127,121,48,0.0348298214285958,5.38391671320029e-05
859,482013209003,48,201,320900,3,TX,254,193,102,45,41,20,0.033770302850005,6.48669584813445e-05
860,482013209002,48,201,320900,2,TX,110,54,20,27,24,11,0.0359222576840236,6.39484159460555e-05
861,482013209001,48,201,320900,1,TX,-1,-1,-1,-1,-1,-1,0.0297195379670119,3.31237282144279e-05
862,482013208002,48,201,320800,2,TX,123,43,40,47,42,26,0.0368335846566529,6.70402637801164e-05
863,482013140025,48,201,314002,5,TX,-1,0,0,-1,-1,0,0.0313385902250411,6.3908303892624e-05
864,482013140012,48,201,314001,2,TX,-1,0,0,0,0,0,0.0141406803167242,1.1483235843936e-05
865,482014502003,48,201,450200,3,TX,19,-1,-1,-1,-1,-1,0.0455908799369793,7.29500844889789e-05
866,482015410022,48,201,541002,2,TX,25,15,14,0,0,0,0.107548603456122,0.000381835267777158
867,482015522002,48,201,552200,2,TX,105,81,40,82,62,16,0.135038262819112,0.000499648986519065
868,482012514023,48,201,251402,3,TX,-1,0,0,0,0,0,0.0337759129462539,5.33759789991349e-05
869,482012513003,48,201,251300,3,TX,-1,0,0,0,0,0,0.0437823749826442,8.71247529775755e-05
870,480396638004,48,039,663800,4,TX,13,0,-1,-1,0,0,0.0279503211940752,5.15623679357439e-05
871,480396608023,48,039,660802,3,TX,46,28,14,-1,0,0,0.0626373436134262,0.00019796690931849
872,480396615011,48,039,661501,1,TX,122,68,40,-1,-1,-1,0.175915226532605,0.00146507623543136
873,483519504003,48,351,950400,3,TX,92,60,21,-1,-1,-1,0.346656796549046,0.00331744251103658
874,483610223005,48,361,022300,5,TX,213,167,41,31,25,-1,0.135862185054959,0.00086027635241723
875,483610223004,48,361,022300,4,TX,52,28,-1,0,0,0,0.31720416278325,0.00493762788192658
876,483550030013,48,355,003001,3,TX,113,-1,-1,13,-1,-1,0.0619728787150866,0.000159437495068157
877,483396944003,48,339,694400,3,TX,41,26,-1,-1,-1,-1,0.216260003764118,0.00163640165379535
878,483550017014,48,355,001701,4,TX,57,-1,-1,-1,-1,-1,0.0294510101643498,4.14610083839353e-05
879,480396645014,48,039,664501,4,TX,63,27,22,-1,-1,-1,0.43619539761463,0.0071538833491489
880,480396630002,48,039,663000,2,TX,22,-1,-1,-1,-1,0,0.252650338773622,0.00164819660805494
881,480396628006,48,039,662800,6,TX,147,120,65,22,20,-1,0.246908349376466,0.00245149471267334
882,480396614004,48,039,661400,4,TX,20,-1,-1,-1,-1,-1,0.04206661958063,8.63895201274435e-05
883,482012324031,48,201,232403,1,TX,102,60,55,37,34,17,0.0680696500988435,0.000140938546844367
884,482012324022,48,201,232402,2,TX,33,-1,-1,-1,-1,-1,0.0351866566933762,6.79706831159112e-05
885,482012203003,48,201,220300,3,TX,28,-1,-1,-1,-1,-1,0.0425408844382421,0.000102774553174569
886,482012203002,48,201,220300,2,TX,-1,0,-1,0,0,0,0.0298415980537998,4.35669866395215e-05
887,482012203001,48,201,220300,1,TX,12,-1,-1,0,0,0,0.0287088190440724,3.8194109413821e-05
888,482012202002,48,201,220200,2,TX,-1,-1,-1,-1,-1,0,0.0290965880359325,4.62914615844518e-05
889,483519504001,48,351,950400,1,TX,69,27,22,-1,-1,-1,0.718786685165886,0.0217913951197301
890,480396607021,48,039,660702,1,TX,67,25,15,-1,-1,-1,0.201893551699215,0.00183354031137919
891,480396610002,48,039,661000,2,TX,71,39,23,-1,-1,-1,0.142461088653442,0.00107642399589822
892,480396605005,48,039,660500,5,TX,73,33,12,-1,-1,-1,0.0817324492975915,0.000363592407981707
893,480396645013,48,039,664501,3,TX,76,34,19,11,-1,-1,0.57250012389906,0.012791366887649
894,480396634001,48,039,663400,1,TX,-1,0,0,0,0,0,0.149890674037038,0.000826583309409853
895,483610209004,48,361,020900,4,TX,134,45,34,34,27,15,0.0690721914233443,0.000205857507365779
896,483610213003,48,361,021300,3,TX,277,230,123,151,131,79,0.186050652805529,0.00138704313089248
897,483610223001,48,361,022300,1,TX,113,73,46,30,23,-1,0.156360679525263,0.000924301746726585
898,483610215025,48,361,021502,5,TX,266,195,152,39,28,-1,0.387366596097674,0.00441592428528944
899,483610217002,48,361,021700,2,TX,236,200,148,57,51,18,0.234795017475273,0.00155955900539225
900,483610215011,48,361,021501,1,TX,274,200,144,38,29,14,0.230628042491432,0.00277419726937432
901,483610220003,48,361,022000,3,TX,130,47,33,24,18,-1,0.0935891799782205,0.000465608999650727
902,483550020011,48,355,002001,1,TX,39,0,-1,-1,-1,0,0.0324418960318213,4.43206580840864e-05
903,483550015001,48,355,001500,1,TX,0,0,0,-1,0,0,0.0297501359260817,4.55522858196536e-05
904,483550022003,48,355,002200,3,TX,33,0,-1,0,0,0,0.0313784566213232,5.78521742103278e-05
905,483550018013,48,355,001801,3,TX,46,0,-1,-1,0,0,0.0308419724394286,5.90587330899357e-05
906,483550024005,48,355,002400,5,TX,20,0,-1,-1,0,0,0.0397080881474178,6.24343126056999e-05
907,483550025002,48,355,002500,2,TX,-1,0,-1,0,0,0,0.0427543551650198,8.5329067470236e-05
908,483550026031,48,355,002603,1,TX,28,0,-1,-1,-1,0,0.0270500157664467,4.60537448759436e-05
909,483610202002,48,361,020200,2,TX,68,18,11,24,17,-1,0.040191394563988,7.24112808724905e-05
910,483610209002,48,361,020900,2,TX,76,32,18,22,19,-1,0.0782049570459612,0.000184432158176824
911,483610203001,48,361,020300,1,TX,97,51,31,22,17,-1,0.332289610973505,0.00362908015182703
912,483550006003,48,355,000600,3,TX,37,0,-1,-1,-1,-1,0.0402110015877226,5.94909909760877e-05
913,483396928012,48,339,692801,2,TX,54,12,12,-1,0,0,0.209606474930648,0.00159503447381682
914,483396928013,48,339,692801,3,TX,44,14,12,-1,-1,0,0.168543049879121,0.0011803051621003
915,483396923002,48,339,692300,2,TX,41,17,15,-1,-1,0,0.143126156717361,0.00088881546716536
916,483396923004,48,339,692300,4,TX,63,60,23,63,56,-1,0.229122546577481,0.00123175450971851
917,483550061001,48,355,006100,1,TX,24,0,-1,-1,0,0,0.0809078708383437,0.000363867721445353
918,482014310001,48,201,431000,1,TX,12,-1,0,0,0,0,0.051903475502572,7.9360813914746e-05
919,482014309004,48,201,430900,4,TX,389,327,241,90,86,22,0.0405906151397533,5.64504561425077e-05
920,482014309003,48,201,430900,3,TX,236,212,104,-1,-1,-1,0.0544574168603993,6.65801976808665e-05
921,482012201002,48,201,220100,2,TX,63,16,15,12,-1,-1,0.0269242393723479,4.61449264847611e-05
922,482012201001,48,201,220100,1,TX,69,14,13,26,16,12,0.0566360842188014,0.000119428387410789
923,482012125002,48,201,212500,2,TX,145,48,36,26,15,-1,0.0369389903042756,6.27689944439723e-05
924,482015553022,48,201,555302,2,TX,48,16,-1,-1,0,0,0.193191729078742,0.00145573823298909
925,482012221002,48,201,222100,2,TX,125,41,23,36,23,16,0.0633044765467633,0.000118954116302129
926,482012215002,48,201,221500,2,TX,-1,0,-1,-1,-1,-1,0.0293029458502089,4.88118081789382e-05
927,482012216001,48,201,221600,1,TX,179,123,31,38,35,17,0.0393788491372007,6.37829092912901e-05
928,482015335002,48,201,533500,2,TX,72,45,14,18,17,-1,0.0473303430599649,0.000102008157079366
929,482015342021,48,201,534202,1,TX,12,0,-1,0,0,0,0.0453430488869016,0.000105978252163288
930,482015517033,48,201,551703,3,TX,-1,0,-1,0,0,0,0.0406816030413192,7.5071594447922e-05
931,482015517031,48,201,551703,1,TX,-1,0,0,0,0,0,0.0529722019137479,0.0001066245131096
932,482015517032,48,201,551703,2,TX,-1,0,0,0,0,0,0.0547732526119689,0.00010968417757021
933,482012209002,48,201,220900,2,TX,18,-1,-1,-1,0,0,0.0351874228588033,5.58428310941883e-05
934,482012209001,48,201,220900,1,TX,16,-1,-1,-1,-1,-1,0.0441919648489395,9.13781008554148e-05
935,482015517022,48,201,551702,2,TX,-1,0,0,0,0,0,0.0462637100478275,9.99762050754855e-05
936,482015114002,48,201,511400,2,TX,-1,0,-1,-1,-1,-1,0.0304443498752596,3.61750559641652e-05
937,482015321002,48,201,532100,2,TX,-1,0,0,-1,-1,-1,0.0207855673547345,1.66283065315757e-05
938,482012539002,48,201,253900,2,TX,25,-1,-1,-1,-1,-1,0.106040410916503,0.000246151273108228
939,482012538003,48,201,253800,3,TX,61,-1,-1,-1,-1,-1,0.0625670561156212,0.00016820072844015
940,482015517021,48,201,551702,1,TX,-1,0,0,0,0,0,0.0515625111806155,9.34641575156849e-05
941,482013230002,48,201,323000,2,TX,14,-1,-1,0,0,0,0.0219642503550757,1.91797112211447e-05
942,482015321003,48,201,532100,3,TX,-1,0,-1,0,0,0,0.0392919431136338,6.13056780505101e-05
943,482015320021,48,201,532002,1,TX,17,-1,0,0,0,0,0.0338039834002358,6.12419594912141e-05
944,482012213001,48,201,221300,1,TX,-1,-1,-1,-1,0,0,0.0359232005329228,6.93307152453812e-05
945,482015430011,48,201,543001,1,TX,27,-1,-1,-1,-1,-1,0.507051875024333,0.00857408776961335
946,482012331031,48,201,233103,1,TX,51,-1,-1,-1,-1,-1,0.03963480876783,7.2035463765189e-05
947,482012330021,48,201,233002,1,TX,26,0,-1,-1,-1,0,0.0491371308564415,9.56760277628078e-05
948,482012331011,48,201,233101,1,TX,25,-1,-1,-1,-1,-1,0.0244611682949303,3.73618017720027e-05
949,482015419002,48,201,541900,2,TX,13,0,0,-1,-1,0,0.0714554256351775,0.00028860010833205
950,482015417002,48,201,541700,2,TX,192,131,102,178,175,90,0.165054799669573,0.00132291518598934
951,482013241002,48,201,324100,2,TX,29,-1,-1,-1,-1,-1,0.0727588634365536,0.000179129189247619
952,482012333001,48,201,233300,1,TX,32,-1,-1,-1,-1,-1,0.167608490925768,0.000867881848114448
953,482013230003,48,201,323000,3,TX,-1,0,-1,-1,0,0,0.0249645745503615,2.30808715331203e-05
954,482015420004,48,201,542000,4,TX,11,0,0,0,0,0,0.0298222824238751,5.45148593998896e-05
955,482015420001,48,201,542000,1,TX,33,0,0,-1,-1,-1,0.0635684296425184,0.000211836151945134
956,482015419001,48,201,541900,1,TX,32,14,-1,-1,-1,-1,0.0724482808080036,0.000232223069511914
957,482013105003,48,201,310500,3,TX,18,-1,-1,-1,-1,-1,0.0312262070748208,5.11195145863354e-05
958,482014333001,48,201,433300,1,TX,-1,0,0,-1,-1,-1,0.0427513447233766,8.87653060021276e-05
959,482014332011,48,201,433201,1,TX,-1,-1,-1,0,0,0,0.0363272313862242,3.07083399060508e-05
960,482012504011,48,201,250401,1,TX,27,-1,-1,0,0,0,0.100532180520604,0.000373695150365461
961,482012503023,48,201,250302,3,TX,19,-1,-1,0,0,0,0.0508491056479822,0.000111855708290989
962,482012505001,48,201,250500,1,TX,22,-1,-1,-1,0,0,0.0766797935473564,0.000314686254225569
963,482012519011,48,201,251901,1,TX,28,-1,-1,0,0,0,0.10661155474183,0.000464995749217844
964,482012504021,48,201,250402,1,TX,79,27,-1,-1,-1,0,0.24453313191233,0.00161073075642872
965,482015410021,48,201,541002,1,TX,108,59,57,19,16,-1,0.0942522072525064,0.000305251255878399
966,482015411003,48,201,541100,3,TX,-1,0,0,0,0,0,0.0377372454983736,7.7542592579151e-05
967,482015205001,48,201,520500,1,TX,-1,-1,-1,-1,-1,-1,0.109969346009623,0.000372213953213826
968,482015110012,48,201,511001,2,TX,-1,0,-1,-1,-1,-1,0.0447494191414496,0.000129621946901364
969,483396942012,48,339,694201,2,TX,-1,-1,-1,0,0,0,0.325251265023409,0.0042044705452647
970,484690016041,48,469,001604,1,TX,114,0,-1,26,-1,-1,0.0580348272529673,0.000147583038624394
971,484690016042,48,469,001604,2,TX,46,0,-1,0,0,0,0.0465173363580918,0.000131332926788218
972,484690016043,48,469,001604,3,TX,20,-1,-1,15,-1,-1,0.0353742936441392,6.52765344704005e-05
973,483396941021,48,339,694102,1,TX,41,11,11,-1,-1,-1,0.247345253432935,0.00258870154162422
974,483396928011,48,339,692801,1,TX,123,93,38,-1,-1,-1,0.165422212007521,0.000813326457737035
975,483396928021,48,339,692802,1,TX,127,88,48,15,12,-1,0.165376771181694,0.0010280902666012
976,483396927003,48,339,692700,3,TX,81,38,16,18,17,12,0.211625117299583,0.00215593654942157
977,482870001002,48,287,000100,2,TX,-1,0,-1,0,0,0,0.750473317900295,0.0203819046382611
978,483396922002,48,339,692200,2,TX,38,33,17,21,21,12,0.164970509882657,0.00111626304448225
979,480396605002,48,039,660500,2,TX,156,123,66,43,36,16,0.0778526222751005,0.000367843989018915
980,480396631001,48,039,663100,1,TX,82,60,15,-1,-1,-1,0.312966690357686,0.00201805899457142
981,483519504002,48,351,950400,2,TX,61,55,28,-1,-1,0,0.304747704272943,0.00273882795115413
982,480396617003,48,039,661700,3,TX,84,65,39,14,11,-1,0.217692605823382,0.00142875171174068
983,480396606021,48,039,660602,1,TX,184,35,30,-1,-1,-1,0.200530668081689,0.00269947220536893
984,480396620002,48,039,662000,2,TX,12,-1,-1,0,0,0,0.0859523270796953,0.000338835871707912
985,480396619002,48,039,661900,2,TX,186,93,49,17,15,-1,0.680845618568165,0.00833862282555464
986,480396603002,48,039,660300,2,TX,12,-1,-1,-1,0,0,0.0670757137038412,0.00021873399212834
987,480396611001,48,039,661100,1,TX,35,-1,-1,-1,-1,-1,0.0828308707024001,0.000301263981906268
988,480396626001,48,039,662600,1,TX,-1,-1,-1,-1,-1,-1,0.0476225080633096,8.21132154611886e-05
989,480396636003,48,039,663600,3,TX,-1,0,0,0,0,0,0.0766222391362362,0.000193914023821471
990,480396614002,48,039,661400,2,TX,20,-1,-1,-1,-1,-1,0.0435068522803569,0.000118284812634768
991,480396616014,48,039,661601,4,TX,12,-1,-1,-1,0,0,0.0667480139356545,0.000207626798390004
992,480396645011,48,039,664501,1,TX,30,-1,-1,0,0,0,0.489532527572307,0.0090228426656348
993,483550017016,48,355,001701,6,TX,73,0,-1,-1,0,0,0.0261733000075569,3.35246570857704e-05
994,483550051021,48,355,005102,1,TX,375,224,92,189,149,44,0.142226266305164,0.000303601779783778
995,483550033041,48,355,003304,1,TX,-1,0,-1,0,0,0,0.0333137918478202,6.72528456148409e-05
996,483550035001,48,355,003500,1,TX,12,0,-1,-1,0,0,0.0753709368899978,0.000194040361629057
997,483550019033,48,355,001903,3,TX,59,-1,-1,0,0,0,0.0268670114806218,3.58519564670323e-05
998,483550019032,48,355,001903,2,TX,16,0,-1,-1,-1,-1,0.0397566170320556,6.30787905622638e-05
999,483610213002,48,361,021300,2,TX,241,234,144,98,95,20,0.126394735195691,0.00064970134827292
1000,483610213001,48,361,021300,1,TX,471,421,300,189,168,42,0.119200619023314,0.000672009123119824
1001,483610202001,48,361,020200,1,TX,45,12,-1,14,-1,-1,0.171219155984027,0.000656326774536903
1002,483610202003,48,361,020200,3,TX,90,27,18,14,14,-1,0.0694040280376685,0.000102642870053414
1003,483610207002,48,361,020700,2,TX,90,53,32,59,51,26,0.0301589668518404,5.22056838011142e-05
1004,483610207003,48,361,020700,3,TX,47,14,-1,12,-1,-1,0.0354546092399736,6.24492332561446e-05
1005,483610209001,48,361,020900,1,TX,70,37,29,15,13,-1,0.0349455632599956,6.22984174560426e-05
1006,483610209003,48,361,020900,3,TX,65,29,22,21,12,-1,0.0347603889293565,5.1148239671044e-05
1007,483610210001,48,361,021000,1,TX,201,115,45,-1,-1,-1,0.25940063591924,0.0027406898706074
1008,483550017021,48,355,001702,1,TX,50,0,-1,0,0,0,0.0951517213446823,0.00047711219618817
1009,483396916021,48,339,691602,1,TX,-1,0,0,-1,-1,0,0.0517402591005278,0.000161692156045003
1010,483396918005,48,339,691800,5,TX,-1,0,-1,-1,-1,-1,0.0486110385870794,0.000134819552319264
1011,483396916012,48,339,691601,2,TX,-1,0,0,0,0,0,0.0537360882053476,0.000162575876451208
1012,483396916011,48,339,691601,1,TX,-1,0,0,0,0,0,0.0608826007210371,0.000176040909051553
1013,483396916022,48,339,691602,2,TX,-1,0,0,0,0,0,0.0450903443925397,0.00010529128365515
1014,482012305002,48,201,230500,2,TX,39,-1,-1,11,-1,-1,0.0396189154611646,7.87982853423038e-05
1015,482012305001,48,201,230500,1,TX,39,13,-1,-1,-1,-1,0.0437647082063779,9.870659706939e-05
1016,482012123002,48,201,212300,2,TX,12,0,-1,0,0,0,0.0205705006700417,2.64806619227332e-05
1017,482012123001,48,201,212300,1,TX,11,0,-1,-1,0,0,0.0210762981561396,2.63692610737094e-05
1018,482012123004,48,201,212300,4,TX,15,0,-1,-1,0,0,0.0243382068099327,2.9114368383446e-05
1019,482014525002,48,201,452500,2,TX,-1,-1,-1,0,0,0,0.0556278732573019,0.000187459565534415
1020,482014524004,48,201,452400,4,TX,14,0,-1,-1,-1,-1,0.0588386816452447,5.93607284336872e-05
1021,482014524003,48,201,452400,3,TX,-1,0,0,-1,-1,-1,0.0361977024081541,5.25137879400818e-05
1022,482014524002,48,201,452400,2,TX,19,-1,-1,-1,-1,-1,0.0319261304405331,4.20941853208332e-05
1023,482014524001,48,201,452400,1,TX,44,-1,-1,-1,-1,-1,0.0331041042199797,5.34538741616011e-05
1024,482014523001,48,201,452300,1,TX,25,-1,0,0,0,0,0.0544258284954639,0.000184761563548151
1025,482014520001,48,201,452000,1,TX,24,-1,-1,-1,0,0,0.0346300125072924,6.91092046063264e-05
1026,482014233021,48,201,423302,1,TX,47,-1,-1,-1,0,0,0.0306875842714093,5.29249926179618e-05
1027,482013333002,48,201,333300,2,TX,52,34,33,458,416,274,0.0739153007652845,0.000171876087664459
1028,482013111001,48,201,311100,1,TX,23,-1,-1,-1,-1,-1,0.0620996877118142,0.000114562610747445
1029,482013110004,48,201,311000,4,TX,16,0,-1,-1,-1,-1,0.0334300694742152,4.11769485201819e-05
1030,482013110005,48,201,311000,5,TX,30,-1,-1,-1,0,0,0.0310934165799526,3.93426975001166e-05
1031,482013110003,48,201,311000,3,TX,32,12,12,-1,-1,-1,0.0256067675549539,3.7634016833303e-05
1032,482013110001,48,201,311000,1,TX,27,-1,-1,-1,-1,-1,0.0330825437937936,6.24597192297216e-05
1033,482013109005,48,201,310900,5,TX,22,-1,-1,-1,-1,-1,0.0270603772635723,3.10645611842729e-05
1034,482013109004,48,201,310900,4,TX,-1,-1,-1,-1,0,0,0.0308524058341913,3.82959284522152e-05
1035,482013109003,48,201,310900,3,TX,-1,-1,-1,-1,-1,-1,0.026873782331525,3.09513307748918e-05
1036,482013109002,48,201,310900,2,TX,22,-1,-1,-1,-1,-1,0.0250634261401487,3.68538068609473e-05
1037,482013109001,48,201,310900,1,TX,-1,0,0,0,0,0,0.0209722922102038,2.65703790943321e-05
1038,482013108002,48,201,310800,2,TX,12,-1,-1,0,0,0,0.0351014225016821,4.96867085867695e-05
1039,482013108001,48,201,310800,1,TX,-1,-1,0,0,0,0,0.0697084896257792,0.000129802671732908
1040,482013107002,48,201,310700,2,TX,14,-1,-1,-1,-1,-1,0.0468027838710828,0.000106995021041707
1041,482012308002,48,201,230800,2,TX,142,40,35,44,31,18,0.0415854058565145,7.59290829746489e-05
1042,482014133005,48,201,413300,5,TX,51,46,-1,-1,-1,-1,0.0383071711140591,5.22954972097379e-05
1043,482014133004,48,201,413300,4,TX,119,108,-1,24,20,-1,0.0297976696516777,4.25315001210452e-05
1044,482012309003,48,201,230900,3,TX,125,70,65,43,32,22,0.0633465511416568,0.000181845639047087
1045,482012309002,48,201,230900,2,TX,52,-1,-1,12,-1,-1,0.0354981725044333,7.5018645642642e-05
1046,482012309001,48,201,230900,1,TX,99,17,15,24,18,12,0.0473494838656239,0.000133635169298044
1047,482014131002,48,201,413100,2,TX,56,50,-1,-1,-1,-1,0.0566187520158589,5.04738431453656e-05
1048,482014131001,48,201,413100,1,TX,93,60,-1,16,13,-1,0.0378332159714257,4.80178920820978e-05
1049,482014130002,48,201,413000,2,TX,66,47,-1,-1,-1,0,0.0393001370474094,5.06126916130057e-05
1050,482014130001,48,201,413000,1,TX,177,171,-1,18,15,-1,0.0489709263595253,0.000100289257320262
1051,482014129001,48,201,412900,1,TX,0,0,-1,130,128,40,0.038223858527672,7.75567283287099e-05
1052,482014128003,48,201,412800,3,TX,261,244,21,43,42,-1,0.038319249428524,5.83864690556477e-05
1053,482014128002,48,201,412800,2,TX,272,246,24,38,35,-1,0.0334873403617224,4.7741578442861e-05
1054,482014125002,48,201,412500,2,TX,-1,0,-1,0,0,0,0.0355191547901065,3.20749925141399e-05
1055,482014124004,48,201,412400,4,TX,-1,-1,-1,-1,-1,0,0.0380808949709618,4.90485038788994e-05
1056,482014123005,48,201,412300,5,TX,-1,0,-1,-1,-1,0,0.0267086396735278,4.16910970739983e-05
1057,482011000003,48,201,100000,3,TX,-1,0,-1,-1,-1,-1,0.0492823948197406,0.000122271033086094
1058,482011000001,48,201,100000,1,TX,0,0,-1,-1,-1,-1,0.0558875681781003,0.000127553774863743
1059,482012307003,48,201,230700,3,TX,0,0,-1,123,101,82,0.032316381253662,4.47006129637501e-05
1060,482012307002,48,201,230700,2,TX,42,-1,-1,-1,-1,-1,0.0421182853706234,8.89938375957274e-05
1061,482012307001,48,201,230700,1,TX,44,-1,-1,-1,-1,-1,0.0619295490536406,0.000117492299479425
1062,482012305003,48,201,230500,3,TX,46,-1,-1,-1,-1,-1,0.06777281607183,0.000131431578827731
1063,482014123003,48,201,412300,3,TX,35,11,-1,-1,-1,-1,0.0312499482062221,5.98752592180966e-05
1064,482014123002,48,201,412300,2,TX,-1,0,0,0,0,0,0.0273206132229565,4.23916635480304e-05
1065,482014123001,48,201,412300,1,TX,-1,0,0,-1,-1,-1,0.0281955578464563,3.88957777409551e-05
1066,482014119001,48,201,411900,1,TX,-1,0,0,0,0,0,0.0239513989605603,2.90056629900905e-05
1067,482014109002,48,201,410900,2,TX,-1,0,-1,0,0,0,0.0161508747716544,1.54398169998829e-05
1068,482014109001,48,201,410900,1,TX,-1,0,-1,-1,-1,-1,0.0322291472007475,3.40349482704729e-05
1069,482013227004,48,201,322700,4,TX,21,-1,-1,13,-1,-1,0.0302938685818303,4.48057432398405e-05
1070,482013227003,48,201,322700,3,TX,22,-1,-1,0,0,0,0.0267533109960155,3.89005532029848e-05
1071,482014506003,48,201,450600,3,TX,208,204,92,238,226,37,0.0364274039831073,7.4062695102841e-05
1072,482014318013,48,201,431801,3,TX,-1,-1,0,0,0,0,0.0281126430620694,3.81195393744361e-05
1073,482014318012,48,201,431801,2,TX,-1,0,0,0,0,0,0.0216510606664908,2.83588044593223e-05
1074,482014314022,48,201,431402,2,TX,-1,0,0,0,0,0,0.0334254496729271,3.17498879616682e-05
1075,482012327013,48,201,232701,3,TX,68,67,30,295,272,173,0.034502251736637,3.29134530140292e-05
1076,482012327022,48,201,232702,2,TX,40,38,14,104,92,49,0.0175278731982534,1.72322898124035e-05
1077,482012335003,48,201,233500,3,TX,59,21,16,-1,-1,-1,0.0476875757076918,8.58589562893654e-05
1078,482012518001,48,201,251800,1,TX,241,166,95,24,22,12,0.282761385882629,0.00340045220400615
1079,482012517001,48,201,251700,1,TX,176,135,60,34,30,11,0.249989144341163,0.00219347094050022
1080,482012516001,48,201,251600,1,TX,44,19,13,-1,-1,-1,0.299069849817554,0.00259210494819409
1081,482012514022,48,201,251402,2,TX,-1,0,0,-1,0,0,0.0380048420171136,7.33297248258443e-05
1082,482015417003,48,201,541700,3,TX,-1,0,0,-1,-1,0,0.101238124015401,0.000303793572632245
